szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 3 ; 15 ; 188 ; 0 ; 130 ; 13.432009626955475 ; 29.3 ; 41.0816 ; 12.0456 ; 308.9307692307692 ; 30 ; 45 ; 30
constant ; 4 ; 15 ; 192 ; 1 ; 130 ; 16.328407224958948 ; 29 ; 42.8216 ; 12.3976 ; 305.96923076923076 ; 30 ; 45 ; 30
constant ; 5 ; 15 ; 177 ; 0 ; 125 ; 14.848673946957879 ; 25.2 ; 37.1856 ; 9.3744 ; 306.416 ; 30 ; 45 ; 30
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 195 ; 1 ; 125 ; 14.773568281938326 ; 42.4 ; 50.9704 ; 21.5952 ; 367.792 ; 30 ; 45 ; 45
constant ; 2 ; 15 ; 178 ; 0 ; 130 ; 15.11875 ; 32.3 ; 43.376 ; 13.9936 ; 322.1 ; 30 ; 45 ; 45
constant ; 3 ; 15 ; 182 ; 0 ; 139 ; 18.37295081967213 ; 24.3 ; 37.8864 ; 9.2016 ; 281.49640287769785 ; 30 ; 45 ; 45
constant ; 4 ; 15 ; 179 ; 0 ; 140 ; 16.147757255936675 ; 31.2 ; 42.068 ; 13.1408 ; 308.0857142857143 ; 30 ; 45 ; 45
constant ; 5 ; 15 ; 172 ; 0 ; 123 ; 19.960251046025103 ; 27 ; 39.6168 ; 10.716 ; 318.1544715447154 ; 30 ; 45 ; 45
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 189 ; 1 ; 133 ; 13.566997518610421 ; 28.2 ; 43.9312 ; 12.368 ; 315.8646616541353 ; 30 ; 45 ; 60
constant ; 2 ; 15 ; 186 ; 1 ; 126 ; 13.90818858560794 ; 30.8 ; 40.584 ; 12.5184 ; 306.6587301587302 ; 30 ; 45 ; 60
constant ; 3 ; 15 ; 185 ; 0 ; 126 ; 16.90909090909091 ; 34.1 ; 42.7328 ; 14.5664 ; 303.7857142857143 ; 30 ; 45 ; 60
constant ; 4 ; 15 ; 206 ; 0 ; 143 ; 16.370813397129186 ; 33.6 ; 49.9672 ; 16.7968 ; 325.2097902097902 ; 30 ; 45 ; 60
constant ; 5 ; 15 ; 200 ; 0 ; 133 ; 14.172682926829268 ; 36.7 ; 48.916 ; 17.94 ; 329.1353383458647 ; 30 ; 45 ; 60
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 194 ; 1 ; 128 ; 13.251864125932062 ; 38.7 ; 50.18 ; 19.4176 ; 355.7109375 ; 30 ; 60 ; 15
constant ; 2 ; 15 ; 185 ; 0 ; 133 ; 14.49043303121853 ; 34.8 ; 47.7208 ; 16.6296 ; 343.54135338345867 ; 30 ; 60 ; 15
constant ; 3 ; 15 ; 187 ; 0 ; 140 ; 15.486042692939245 ; 23.2 ; 40.4304 ; 9.3616 ; 298.27142857142854 ; 30 ; 60 ; 15
constant ; 4 ; 15 ; 210 ; 0 ; 152 ; 14.465284974093263 ; 30.6 ; 46.6568 ; 14.2728 ; 314.39473684210526 ; 30 ; 60 ; 15
constant ; 5 ; 15 ; 209 ; 1 ; 140 ; 13.440622440622441 ; 39.6 ; 56.9832 ; 22.5888 ; 363.0642857142857 ; 30 ; 60 ; 15
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 200 ; 0 ; 128 ; 16.01923076923077 ; 36.3 ; 49.2536 ; 17.8816 ; 347.140625 ; 30 ; 60 ; 30
constant ; 2 ; 15 ; 175 ; 0 ; 120 ; 17.504484304932735 ; 25.8 ; 36.804 ; 9.4912 ; 289.9916666666667 ; 30 ; 60 ; 30
constant ; 3 ; 15 ; 188 ; 1 ; 116 ; 15.645555555555555 ; 38.6 ; 49.1632 ; 18.9688 ; 359.41379310344826 ; 30 ; 60 ; 30
constant ; 4 ; 15 ; 173 ; 0 ; 116 ; 14.88217967599411 ; 30.1 ; 41.1368 ; 12.3984 ; 319.3534482758621 ; 30 ; 60 ; 30
constant ; 5 ; 15 ; 185 ; 0 ; 130 ; 14.263213530655392 ; 31.9 ; 44.9648 ; 14.3352 ; 342.04615384615386 ; 30 ; 60 ; 30
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 192 ; 0 ; 132 ; 15.967914438502675 ; 35.6 ; 49.2768 ; 17.5528 ; 348.0681818181818 ; 30 ; 60 ; 45
constant ; 2 ; 15 ; 197 ; 0 ; 135 ; 19.37560975609756 ; 32.4 ; 44.4984 ; 14.4336 ; 306.7481481481482 ; 30 ; 60 ; 45
constant ; 3 ; 15 ; 200 ; 0 ; 139 ; 15.917355371900827 ; 27.4 ; 45.7976 ; 12.5648 ; 319.1870503597122 ; 30 ; 60 ; 45
constant ; 4 ; 15 ; 195 ; 0 ; 131 ; 17.705882352941178 ; 31.8 ; 43.8552 ; 13.9616 ; 315.6412213740458 ; 30 ; 60 ; 45
constant ; 5 ; 15 ; 201 ; 0 ; 139 ; 16.059617547806525 ; 34 ; 48.72 ; 16.5864 ; 334.9136690647482 ; 30 ; 60 ; 45
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 192 ; 0 ; 127 ; 15.893109540636042 ; 41.7 ; 51.9264 ; 21.628 ; 373.0236220472441 ; 30 ; 60 ; 60
constant ; 2 ; 15 ; 178 ; 0 ; 119 ; 15.974883720930233 ; 40.5 ; 49.4112 ; 19.9984 ; 382.6470588235294 ; 30 ; 60 ; 60
constant ; 3 ; 15 ; 174 ; 0 ; 116 ; 16.614077669902912 ; 36.4 ; 41.2136 ; 15.0072 ; 333.0258620689655 ; 30 ; 60 ; 60
constant ; 4 ; 15 ; 191 ; 0 ; 132 ; 22.670955882352942 ; 32.5 ; 42.5032 ; 13.8248 ; 310.31060606060606 ; 30 ; 60 ; 60
constant ; 5 ; 15 ; 183 ; 0 ; 120 ; 17.536806342015854 ; 39.2 ; 50.5904 ; 19.8192 ; 368.65833333333336 ; 30 ; 60 ; 60
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 161 ; 0 ; 128 ; 9.404063205417607 ; 12.3 ; 31.84 ; 3.9096 ; 260.3828125 ; 45 ; 15 ; 15
constant ; 2 ; 15 ; 208 ; 0 ; 162 ; 8.36669542709232 ; 21.5 ; 44.6048 ; 9.5992 ; 290.84567901234567 ; 45 ; 15 ; 15
constant ; 3 ; 15 ; 176 ; 0 ; 137 ; 10.140589569160998 ; 12.7 ; 33.1928 ; 4.2232 ; 259.2773722627737 ; 45 ; 15 ; 15
constant ; 4 ; 15 ; 203 ; 0 ; 151 ; 9.520338983050847 ; 14.5 ; 40.0912 ; 5.8016 ; 266.13907284768214 ; 45 ; 15 ; 15
constant ; 5 ; 15 ; 188 ; 0 ; 134 ; 10.443254817987151 ; 14.6 ; 37.0448 ; 5.4072 ; 270.35074626865674 ; 45 ; 15 ; 15
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 191 ; 0 ; 148 ; 10.152996845425868 ; 17.3 ; 37.108 ; 6.4176 ; 261.27027027027026 ; 45 ; 15 ; 30
constant ; 2 ; 15 ; 183 ; 0 ; 143 ; 10.89090909090909 ; 17.4 ; 36.2656 ; 6.2968 ; 265.2237762237762 ; 45 ; 15 ; 30
constant ; 3 ; 15 ; 185 ; 0 ; 140 ; 11.45607476635514 ; 16.1 ; 40.5648 ; 6.5512 ; 290.59285714285716 ; 45 ; 15 ; 30
constant ; 4 ; 15 ; 175 ; 0 ; 128 ; 11.074148296593187 ; 17.7 ; 35.5376 ; 6.2968 ; 272.7734375 ; 45 ; 15 ; 30
constant ; 5 ; 15 ; 188 ; 0 ; 139 ; 10.592105263157896 ; 16.4 ; 35.9488 ; 5.912 ; 260.23741007194246 ; 45 ; 15 ; 30
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 169 ; 0 ; 130 ; 13.302272727272728 ; 17.1 ; 32.4296 ; 5.556 ; 267.66923076923075 ; 45 ; 15 ; 45
constant ; 2 ; 15 ; 163 ; 0 ; 121 ; 14.871069182389936 ; 17.1 ; 29.7104 ; 5.0816 ; 244.50413223140495 ; 45 ; 15 ; 45
constant ; 3 ; 15 ; 186 ; 0 ; 134 ; 11.908950617283951 ; 21.3 ; 39 ; 8.3264 ; 289.2985074626866 ; 45 ; 15 ; 45
constant ; 4 ; 15 ; 202 ; 0 ; 151 ; 11.15886524822695 ; 19.8 ; 41.652 ; 8.252 ; 280.86092715231786 ; 45 ; 15 ; 45
constant ; 5 ; 15 ; 196 ; 0 ; 151 ; 10.604777415852334 ; 22.9 ; 40.0552 ; 9.1856 ; 274.19867549668874 ; 45 ; 15 ; 45
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 190 ; 0 ; 135 ; 11.775100401606426 ; 26.9 ; 40.9544 ; 10.9984 ; 281.14074074074074 ; 45 ; 15 ; 60
constant ; 2 ; 15 ; 195 ; 0 ; 146 ; 11.900937081659974 ; 24.1 ; 41.4272 ; 9.9744 ; 280.0068493150685 ; 45 ; 15 ; 60
constant ; 3 ; 15 ; 203 ; 0 ; 151 ; 11.17016029593095 ; 22.6 ; 43.7528 ; 9.8976 ; 287.4569536423841 ; 45 ; 15 ; 60
constant ; 4 ; 15 ; 166 ; 0 ; 121 ; 13.574821852731592 ; 18.7 ; 34.2256 ; 6.4016 ; 270.0413223140496 ; 45 ; 15 ; 60
constant ; 5 ; 15 ; 182 ; 0 ; 137 ; 11.378995433789955 ; 25.3 ; 41.7544 ; 10.5584 ; 296.992700729927 ; 45 ; 15 ; 60
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 189 ; 0 ; 140 ; 11.543402777777779 ; 17 ; 37.3792 ; 6.3368 ; 271.26428571428573 ; 45 ; 30 ; 15
constant ; 2 ; 15 ; 198 ; 0 ; 150 ; 12.438144329896907 ; 18 ; 39.0912 ; 7.0224 ; 273.7266666666667 ; 45 ; 30 ; 15
constant ; 3 ; 15 ; 199 ; 0 ; 154 ; 10.753333333333334 ; 23.1 ; 44.8128 ; 10.3456 ; 310.85064935064935 ; 45 ; 30 ; 15
constant ; 4 ; 15 ; 190 ; 0 ; 143 ; 11.41344537815126 ; 18.7 ; 38.1624 ; 7.1416 ; 266.9300699300699 ; 45 ; 30 ; 15
constant ; 5 ; 15 ; 175 ; 0 ; 141 ; 9.791164658634537 ; 17.4 ; 37.2 ; 6.4584 ; 279.8936170212766 ; 45 ; 30 ; 15
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 195 ; 0 ; 141 ; 11.884225759768452 ; 23.4 ; 40.3952 ; 9.452 ; 278.9929078014184 ; 45 ; 30 ; 30
constant ; 2 ; 15 ; 187 ; 0 ; 132 ; 11.313696612665685 ; 20 ; 40.4912 ; 8.1152 ; 296.0378787878788 ; 45 ; 30 ; 30
constant ; 3 ; 15 ; 184 ; 0 ; 139 ; 11.328729281767956 ; 19.1 ; 39.1312 ; 7.484 ; 294.50359712230215 ; 45 ; 30 ; 30
constant ; 4 ; 15 ; 192 ; 0 ; 145 ; 11.654292343387471 ; 22.1 ; 44.5648 ; 9.844 ; 320.44827586206895 ; 45 ; 30 ; 30
constant ; 5 ; 15 ; 168 ; 0 ; 128 ; 10.782241014799155 ; 14.8 ; 33.1736 ; 4.904 ; 273.15625 ; 45 ; 30 ; 30
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 176 ; 0 ; 128 ; 15.479020979020978 ; 24.5 ; 39.2448 ; 9.6104 ; 293.0078125 ; 45 ; 30 ; 45
constant ; 2 ; 15 ; 176 ; 0 ; 124 ; 15.969407265774379 ; 25 ; 39.82 ; 9.948 ; 293.14516129032256 ; 45 ; 30 ; 45
constant ; 3 ; 15 ; 189 ; 0 ; 128 ; 13.676518883415435 ; 22.5 ; 41 ; 9.2256 ; 294.796875 ; 45 ; 30 ; 45
constant ; 4 ; 15 ; 190 ; 0 ; 140 ; 12.960674157303371 ; 23.3 ; 40.148 ; 9.3472 ; 287.15714285714284 ; 45 ; 30 ; 45
constant ; 5 ; 15 ; 190 ; 0 ; 143 ; 14.134993446920053 ; 25.6 ; 41.7112 ; 10.6744 ; 299.12587412587413 ; 45 ; 30 ; 45
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 191 ; 0 ; 129 ; 15.148093841642229 ; 28.2 ; 40.5296 ; 11.4288 ; 296.8139534883721 ; 45 ; 30 ; 60
constant ; 2 ; 15 ; 176 ; 0 ; 123 ; 14.618320610687023 ; 26.5 ; 38.6416 ; 10.252 ; 300.4715447154472 ; 45 ; 30 ; 60
constant ; 3 ; 15 ; 179 ; 0 ; 132 ; 15.207476635514018 ; 22.1 ; 37.6392 ; 8.304 ; 280.95454545454544 ; 45 ; 30 ; 60
constant ; 4 ; 15 ; 189 ; 0 ; 143 ; 12.712857142857143 ; 22.3 ; 38.5704 ; 8.5896 ; 283.3636363636364 ; 45 ; 30 ; 60
constant ; 5 ; 15 ; 169 ; 0 ; 122 ; 14.056798623063683 ; 24.8 ; 37.2344 ; 9.2208 ; 291.57377049180326 ; 45 ; 30 ; 60
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 163 ; 0 ; 127 ; 14.176470588235293 ; 20.5 ; 35.0544 ; 7.1952 ; 299.07086614173227 ; 45 ; 45 ; 15
constant ; 2 ; 15 ; 169 ; 0 ; 125 ; 13.505307855626327 ; 18.4 ; 34.3088 ; 6.296 ; 282.76 ; 45 ; 45 ; 15
constant ; 3 ; 15 ; 186 ; 0 ; 131 ; 15.318518518518518 ; 21.9 ; 39.5264 ; 8.6496 ; 303.64885496183206 ; 45 ; 45 ; 15
constant ; 4 ; 15 ; 190 ; 0 ; 134 ; 14.06392694063927 ; 25 ; 41.6928 ; 10.4144 ; 293.7985074626866 ; 45 ; 45 ; 15
constant ; 5 ; 15 ; 178 ; 0 ; 122 ; 14.196 ; 30.2 ; 40.6048 ; 12.2704 ; 305.05737704918033 ; 45 ; 45 ; 15
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 210 ; 0 ; 139 ; 12.293388429752065 ; 33.5 ; 47.3144 ; 15.8728 ; 298.55395683453236 ; 45 ; 45 ; 30
constant ; 2 ; 15 ; 189 ; 0 ; 135 ; 16.66768292682927 ; 26 ; 41.8496 ; 10.8888 ; 310.8222222222222 ; 45 ; 45 ; 30
constant ; 3 ; 15 ; 173 ; 0 ; 129 ; 15.80127186009539 ; 25.8 ; 39.1392 ; 10.0824 ; 302.93023255813955 ; 45 ; 45 ; 30
constant ; 4 ; 15 ; 200 ; 0 ; 134 ; 13.632880098887515 ; 32.1 ; 46.1184 ; 14.7912 ; 301.95522388059703 ; 45 ; 45 ; 30
constant ; 5 ; 15 ; 176 ; 0 ; 133 ; 14.128608923884514 ; 29 ; 39.54 ; 11.4584 ; 296.70676691729324 ; 45 ; 45 ; 30
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 213 ; 0 ; 130 ; 13.065236818588025 ; 43.1 ; 56.3672 ; 24.3136 ; 337.7692307692308 ; 45 ; 45 ; 45
constant ; 2 ; 15 ; 196 ; 0 ; 126 ; 18.181008902077153 ; 31.6 ; 44.9968 ; 14.2256 ; 327.03968253968253 ; 45 ; 45 ; 45
constant ; 3 ; 15 ; 167 ; 0 ; 120 ; 18.237577639751553 ; 29.1 ; 39.7776 ; 11.584 ; 336.4583333333333 ; 45 ; 45 ; 45
constant ; 4 ; 15 ; 200 ; 0 ; 138 ; 13.021641118124437 ; 33.8 ; 47.52 ; 16.0656 ; 325.09420289855075 ; 45 ; 45 ; 45
constant ; 5 ; 15 ; 185 ; 1 ; 121 ; 17.943854324734446 ; 33.6 ; 45.4064 ; 15.2552 ; 329.90909090909093 ; 45 ; 45 ; 45
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 197 ; 0 ; 130 ; 13.595419847328245 ; 38.6 ; 53.3944 ; 20.612 ; 385.1923076923077 ; 45 ; 45 ; 60
constant ; 2 ; 15 ; 204 ; 0 ; 153 ; 14.33994589720469 ; 32.5 ; 48.6144 ; 15.7816 ; 325.88235294117646 ; 45 ; 45 ; 60
constant ; 3 ; 15 ; 193 ; 0 ; 120 ; 18.930851063829788 ; 33.4 ; 41.904 ; 13.9976 ; 301.05 ; 45 ; 45 ; 60
constant ; 4 ; 15 ; 189 ; 0 ; 129 ; 16.024205748865356 ; 29.2 ; 41.8176 ; 12.2144 ; 303.2093023255814 ; 45 ; 45 ; 60
constant ; 5 ; 15 ; 209 ; 1 ; 130 ; 16.461165048543688 ; 37.8 ; 50.4136 ; 19.0568 ; 330.88461538461536 ; 45 ; 45 ; 60
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 186 ; 0 ; 130 ; 13.691308691308691 ; 33.4 ; 47.3272 ; 15.792 ; 348.4076923076923 ; 45 ; 60 ; 15
constant ; 2 ; 15 ; 201 ; 1 ; 136 ; 16.698391420911527 ; 33.8 ; 46.476 ; 15.7128 ; 309.63235294117646 ; 45 ; 60 ; 15
constant ; 3 ; 15 ; 180 ; 0 ; 126 ; 16.478991596638654 ; 33.5 ; 45.72 ; 15.3144 ; 350.4920634920635 ; 45 ; 60 ; 15
constant ; 4 ; 15 ; 182 ; 1 ; 121 ; 17.84359400998336 ; 29.4 ; 43.9824 ; 12.9472 ; 334.11570247933884 ; 45 ; 60 ; 15
constant ; 5 ; 15 ; 201 ; 0 ; 137 ; 13.812889812889813 ; 32.2 ; 47.86 ; 15.4336 ; 329.77372262773724 ; 45 ; 60 ; 15
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 191 ; 0 ; 133 ; 13.614232209737828 ; 34.1 ; 48.8672 ; 16.6512 ; 349.7593984962406 ; 45 ; 60 ; 30
constant ; 2 ; 15 ; 174 ; 0 ; 122 ; 17.292649098474342 ; 31.2 ; 44 ; 13.7376 ; 351.62295081967216 ; 45 ; 60 ; 30
constant ; 3 ; 15 ; 190 ; 0 ; 139 ; 14.527896995708154 ; 32 ; 46.204 ; 14.7896 ; 332.8345323741007 ; 45 ; 60 ; 30
constant ; 4 ; 15 ; 185 ; 0 ; 132 ; 16.181818181818183 ; 32 ; 43.3424 ; 13.8512 ; 312.81060606060606 ; 45 ; 60 ; 30
constant ; 5 ; 15 ; 162 ; 0 ; 111 ; 19.845283018867924 ; 32.3 ; 38.8256 ; 12.5232 ; 319.009009009009 ; 45 ; 60 ; 30
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 174 ; 0 ; 130 ; 18.124314442413162 ; 27.4 ; 38.276 ; 10.484 ; 294.34615384615387 ; 45 ; 60 ; 45
constant ; 2 ; 15 ; 197 ; 0 ; 130 ; 14.160860655737705 ; 40.3 ; 49.9632 ; 20.1368 ; 331.9769230769231 ; 45 ; 60 ; 45
constant ; 3 ; 15 ; 196 ; 0 ; 137 ; 15.36466591166478 ; 34.4 ; 51.14 ; 17.5936 ; 342.2919708029197 ; 45 ; 60 ; 45
constant ; 4 ; 15 ; 186 ; 0 ; 124 ; 16.82264150943396 ; 33.9 ; 45.3752 ; 15.3856 ; 339.0967741935484 ; 45 ; 60 ; 45
constant ; 5 ; 15 ; 173 ; 0 ; 121 ; 16.022900763358777 ; 33.3 ; 42.4888 ; 14.1344 ; 343.4876033057851 ; 45 ; 60 ; 45
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 178 ; 0 ; 105 ; 18.350067842605156 ; 42.5 ; 46.504 ; 19.7424 ; 353.57142857142856 ; 45 ; 60 ; 60
constant ; 2 ; 15 ; 187 ; 0 ; 121 ; 17.792811839323466 ; 41 ; 47.5696 ; 19.5024 ; 371.4876033057851 ; 45 ; 60 ; 60
constant ; 3 ; 15 ; 188 ; 1 ; 118 ; 18.00952380952381 ; 35.2 ; 46.5928 ; 16.4 ; 325.79661016949154 ; 45 ; 60 ; 60
constant ; 4 ; 15 ; 193 ; 0 ; 131 ; 14.59013605442177 ; 37.8 ; 51.6016 ; 19.516 ; 372.1832061068702 ; 45 ; 60 ; 60
constant ; 5 ; 15 ; 168 ; 0 ; 109 ; 20.947841726618705 ; 33.3 ; 41.4592 ; 13.8144 ; 338.8440366972477 ; 45 ; 60 ; 60
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 183 ; 0 ; 141 ; 9.51421188630491 ; 18.9 ; 39.4136 ; 7.4376 ; 291.93617021276594 ; 60 ; 15 ; 15
constant ; 2 ; 15 ; 192 ; 0 ; 154 ; 10.69392033542977 ; 13.5 ; 35.7592 ; 4.828 ; 247.58441558441558 ; 60 ; 15 ; 15
constant ; 3 ; 15 ; 173 ; 0 ; 136 ; 10.964912280701755 ; 14.1 ; 34.8512 ; 4.9168 ; 267.47058823529414 ; 60 ; 15 ; 15
constant ; 4 ; 15 ; 200 ; 0 ; 153 ; 8.473118279569892 ; 17.9 ; 39.7432 ; 7.1112 ; 272.9542483660131 ; 60 ; 15 ; 15
constant ; 5 ; 15 ; 193 ; 0 ; 149 ; 9.634408602150538 ; 12.4 ; 35.2936 ; 4.384 ; 247.51677852348993 ; 60 ; 15 ; 15
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 191 ; 0 ; 140 ; 10.27313769751693 ; 21.8 ; 40.7096 ; 8.8744 ; 292.32142857142856 ; 60 ; 15 ; 30
constant ; 2 ; 15 ; 195 ; 0 ; 145 ; 11.161702127659574 ; 19.4 ; 39.9024 ; 7.7512 ; 276.1862068965517 ; 60 ; 15 ; 30
constant ; 3 ; 15 ; 192 ; 0 ; 143 ; 9.501012145748987 ; 23.1 ; 40.4544 ; 9.348 ; 289.45454545454544 ; 60 ; 15 ; 30
constant ; 4 ; 15 ; 147 ; 0 ; 110 ; 12.708333333333334 ; 15.8 ; 28.8432 ; 4.5552 ; 259.42727272727274 ; 60 ; 15 ; 30
constant ; 5 ; 15 ; 175 ; 0 ; 133 ; 12.160756501182034 ; 16.4 ; 32.1952 ; 5.296 ; 246.09774436090225 ; 60 ; 15 ; 30
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 177 ; 0 ; 136 ; 13.223762376237623 ; 18.3 ; 31.836 ; 5.8152 ; 256.2647058823529 ; 60 ; 15 ; 45
constant ; 2 ; 15 ; 178 ; 0 ; 139 ; 10.39464493597206 ; 22.1 ; 38.6512 ; 8.5288 ; 287.431654676259 ; 60 ; 15 ; 45
constant ; 3 ; 15 ; 178 ; 0 ; 132 ; 12.368150684931507 ; 18.8 ; 37.8008 ; 7.1048 ; 291.5 ; 60 ; 15 ; 45
constant ; 4 ; 15 ; 200 ; 0 ; 147 ; 12.61244019138756 ; 19.2 ; 41.9464 ; 8.0416 ; 288.6190476190476 ; 60 ; 15 ; 45
constant ; 5 ; 15 ; 182 ; 0 ; 141 ; 12.964419475655431 ; 19.1 ; 36.5976 ; 6.9864 ; 265.290780141844 ; 60 ; 15 ; 45
szenario ; test-nummer ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 1 ; 15 ; 177 ; 0 ; 131 ; 13.212863705972435 ; 22.4 ; 38.044 ; 8.5336 ; 287.41984732824426 ; 60 ; 15 ; 60
