szenario ; spawn-propability ; carsspawned ; carsnotspawned ; deadcars ; av-cog-time ; %av-cars-in-cog ; av-cars ; av-cars-in-cog ; av-life-time ; jtt1 ; jtt2 ; jtt3
constant ; 45 ; 326 ; 241.6 ; 214.8 ; 7.868773524169638 ; 48.720000000000006 ; 92.67248000000001 ; 45.15760000000001 ; 373.8599156110132 ; 30 ; 30 ; 15
constant ; 45 ; 320.6 ; 245.6 ; 206.6 ; 9.065281961548937 ; 49.42 ; 93.06864 ; 45.9832 ; 384.55660041737184 ; 30 ; 30 ; 30
constant ; 45 ; 316.2 ; 238 ; 208.6 ; 9.661580490767983 ; 50.839999999999996 ; 93.71488 ; 47.64095999999999 ; 389.5004024590335 ; 30 ; 30 ; 45
constant ; 45 ; 312.6 ; 254.6 ; 204 ; 10.031133577845083 ; 50.92 ; 93.35391999999999 ; 47.55744 ; 389.95656502854365 ; 30 ; 30 ; 60
constant ; 45 ; 305.6 ; 252.6 ; 195.8 ; 8.631072507831611 ; 52.8 ; 94.92992 ; 50.12991999999999 ; 402.32029551906015 ; 30 ; 45 ; 15
constant ; 45 ; 307.2 ; 254.4 ; 195.6 ; 9.762483770810102 ; 52.220000000000006 ; 94.33295999999999 ; 49.27776 ; 404.85186608679146 ; 30 ; 45 ; 30
constant ; 45 ; 298.6 ; 267.6 ; 192.6 ; 10.468890231300398 ; 53.46 ; 93.49024 ; 49.984159999999996 ; 410.3319450748193 ; 30 ; 45 ; 45
constant ; 45 ; 295 ; 277.4 ; 188 ; 10.410406745602568 ; 53.5 ; 92.85808 ; 49.68303999999999 ; 409.3828326035491 ; 30 ; 45 ; 60
constant ; 45 ; 298.2 ; 255.6 ; 188 ; 9.1603317048224 ; 53.620000000000005 ; 94.73792 ; 50.81904000000001 ; 413.9269597096354 ; 30 ; 60 ; 15
constant ; 45 ; 298.4 ; 257.6 ; 187.4 ; 10.20545148172072 ; 53.58 ; 93.69984 ; 50.20448 ; 426.0635331738429 ; 30 ; 60 ; 30
constant ; 45 ; 290.2 ; 291.8 ; 182 ; 10.960793147527411 ; 53.82000000000001 ; 91.29616000000001 ; 49.130559999999996 ; 416.1461465203326 ; 30 ; 60 ; 45
constant ; 45 ; 280 ; 277.4 ; 176 ; 11.155068257872697 ; 55.92 ; 91.04864 ; 50.918240000000004 ; 422.8130805433806 ; 30 ; 60 ; 60
constant ; 45 ; 346.4 ; 224.2 ; 238.2 ; 7.4244257213784035 ; 48.400000000000006 ; 96.02416 ; 46.49536 ; 351.6558224346451 ; 45 ; 15 ; 15
constant ; 45 ; 338.2 ; 227 ; 223.4 ; 8.609443722632017 ; 48.48 ; 95.80016 ; 46.45376 ; 360.5278169433689 ; 45 ; 15 ; 30
constant ; 45 ; 340.2 ; 218.4 ; 227.4 ; 9.202114698546346 ; 47.7 ; 94.20624000000001 ; 44.950239999999994 ; 356.128999586697 ; 45 ; 15 ; 45
constant ; 45 ; 329 ; 223.8 ; 220 ; 9.588305550547599 ; 49.9 ; 95.48048000000001 ; 47.62048 ; 375.28981578176644 ; 45 ; 15 ; 60
constant ; 45 ; 318.6 ; 233 ; 208.8 ; 8.332047448984198 ; 49.919999999999995 ; 94.45904 ; 47.15648 ; 378.06565844786826 ; 45 ; 30 ; 15
constant ; 45 ; 316 ; 230.2 ; 208.4 ; 9.599235788008745 ; 49.67999999999999 ; 90.30336 ; 44.86976 ; 373.7231814763289 ; 45 ; 30 ; 30
constant ; 45 ; 310.6 ; 249.8 ; 205.6 ; 10.21769686443173 ; 51.120000000000005 ; 93.60047999999999 ; 47.86352 ; 391.7410673714438 ; 45 ; 30 ; 45
constant ; 45 ; 305 ; 259.2 ; 198.8 ; 10.572886496539606 ; 51.379999999999995 ; 91.88336000000001 ; 47.208800000000004 ; 396.442146449636 ; 45 ; 30 ; 60
constant ; 45 ; 296.4 ; 264.4 ; 189.2 ; 9.063321491557108 ; 53.75999999999999 ; 94.1736 ; 50.636 ; 411.09539433162945 ; 45 ; 45 ; 15
constant ; 45 ; 299.6 ; 257 ; 192.2 ; 10.393240519388737 ; 53.28000000000001 ; 92.57903999999999 ; 49.31456 ; 401.3567810364931 ; 45 ; 45 ; 30
constant ; 45 ; 292.6 ; 280.4 ; 186.4 ; 10.852770682010993 ; 53.86 ; 91.7088 ; 49.39408 ; 398.82892138398824 ; 45 ; 45 ; 45
constant ; 45 ; 288 ; 288.4 ; 183.4 ; 11.138991788414582 ; 54.46 ; 91.83056 ; 50.00368 ; 408.8580323068665 ; 45 ; 45 ; 60
constant ; 45 ; 292.4 ; 275.6 ; 187.6 ; 9.420801381532156 ; 54.160000000000004 ; 93.41872000000001 ; 50.57904 ; 412.37658368650517 ; 45 ; 60 ; 15
constant ; 45 ; 287.8 ; 272.8 ; 180 ; 10.649017383782567 ; 53.760000000000005 ; 92.17103999999999 ; 49.54688 ; 420.9089284784656 ; 45 ; 60 ; 30
constant ; 45 ; 281.6 ; 287 ; 177.4 ; 11.35081365851368 ; 54.32000000000001 ; 91.58543999999999 ; 49.7688 ; 422.28506122338683 ; 45 ; 60 ; 45
constant ; 45 ; 275.6 ; 296.2 ; 175.8 ; 12.015422638475872 ; 55.779999999999994 ; 90.48208 ; 50.469759999999994 ; 422.88758602064144 ; 45 ; 60 ; 60
constant ; 45 ; 344.8 ; 220 ; 229 ; 7.773499989369744 ; 48.56 ; 96.9224 ; 47.056160000000006 ; 355.486405096765 ; 60 ; 15 ; 15
constant ; 45 ; 346.6 ; 206.8 ; 233.4 ; 8.753525999344852 ; 47.18000000000001 ; 94.03536 ; 44.40096 ; 355.8626754358287 ; 60 ; 15 ; 30
constant ; 45 ; 343 ; 223 ; 230.4 ; 9.054042831130594 ; 48.14 ; 95.29392 ; 45.839999999999996 ; 358.7682766120928 ; 60 ; 15 ; 45
constant ; 45 ; 334 ; 220 ; 222.2 ; 9.632158279782525 ; 50.06 ; 95.84496 ; 48.00224000000001 ; 363.81809566016585 ; 60 ; 15 ; 60
constant ; 45 ; 323.2 ; 261.6 ; 209.6 ; 8.511303214649468 ; 50.38 ; 94.66608000000001 ; 47.68864 ; 383.9416153500588 ; 60 ; 30 ; 15
constant ; 45 ; 319 ; 245.6 ; 208.8 ; 9.710145071033107 ; 48.74 ; 90.98688 ; 44.33152 ; 375.9358516108658 ; 60 ; 30 ; 30
constant ; 45 ; 315.4 ; 244.8 ; 203 ; 10.312105950945963 ; 51.48 ; 93.95056 ; 48.36 ; 380.1419913468537 ; 60 ; 30 ; 45
constant ; 45 ; 315.6 ; 253.2 ; 201 ; 10.656837339953382 ; 52.120000000000005 ; 93.47808 ; 48.701440000000005 ; 378.7212495770084 ; 60 ; 30 ; 60
constant ; 45 ; 302.2 ; 269.4 ; 196 ; 9.123185645368256 ; 53.28000000000001 ; 94.64288 ; 50.42719999999999 ; 408.661403684205 ; 60 ; 45 ; 15
constant ; 45 ; 298.6 ; 273 ; 188.6 ; 10.64666679598173 ; 53.220000000000006 ; 92.23823999999999 ; 49.08656 ; 413.924556782323 ; 60 ; 45 ; 30
constant ; 45 ; 290.4 ; 258.8 ; 184 ; 11.39368851569841 ; 54.52 ; 92.28399999999999 ; 50.336 ; 412.0119374893238 ; 60 ; 45 ; 45
constant ; 45 ; 285.8 ; 279 ; 178.4 ; 11.77565527678637 ; 54.160000000000004 ; 90.81199999999998 ; 49.19088000000001 ; 415.72086974541526 ; 60 ; 45 ; 60
constant ; 45 ; 300.8 ; 267.2 ; 194.2 ; 9.447623796096796 ; 53.4 ; 94.06271999999998 ; 50.2112 ; 415.54547987906255 ; 60 ; 60 ; 15
constant ; 45 ; 292.4 ; 258.6 ; 179 ; 11.085543075933659 ; 54.120000000000005 ; 93.47968 ; 50.5744 ; 426.08244026071077 ; 60 ; 60 ; 30
constant ; 45 ; 283.2 ; 281.8 ; 177 ; 11.757793649666553 ; 54.379999999999995 ; 90.77952 ; 49.375840000000004 ; 417.38235193070204 ; 60 ; 60 ; 45
constant ; 45 ; 280.4 ; 293.6 ; 173.4 ; 12.366173478034204 ; 55.5 ; 91.84752 ; 50.95664000000001 ; 435.6843550784879 ; 60 ; 60 ; 60
